last_name,n_incidents,predicted_nationality,confidence
eriksson,15978,Brazilian,0.193154
mohammad,15974,Iranian,0.372032
craig,15970,American,0.317555
dwivedi,15936,Indian,0.274685
bose,15930,American,0.183002
hanna,15887,Indian,0.232349
habib,15868,American,0.112584
buckley,15865,American,0.400668
xing,15862,Chinese,0.342207
saunders,15854,American,0.249397
shankar,15837,Indian,0.833408
kuznetsov,15826,Russian,0.544547
khanna,15804,Indian,0.174105
stark,15783,American,0.333342
jimenez,15741,American,0.301542
mizuno,15719,Japanese,0.513975
barry,15708,American,0.274081
sheikh,15677,American,0.162751
sugiyama,15662,Japanese,0.930374
kawamura,15651,Japanese,0.470288
holland,15643,American,0.268018
dewi,15605,American,0.2039
hopkins,15586,American,0.315044
santana,15581,Indonesian,0.233613
saleem,15578,Indian,0.181741
murata,15567,Japanese,0.245015
kuhn,15508,American,0.393209
hudson,15508,American,0.283155
bao,15508,American,0.135468
page,15495,American,0.280655
hirata,15480,Japanese,0.46754
steiner,15464,American,0.416737
hirsch,15464,American,0.256585
haider,15464,American,0.214444
matsuo,15437,Japanese,0.643167
hess,15430,American,0.48491
lyons,15426,American,0.304746
aguilar,15415,American,0.296029
peter,15400,American,0.402706
villa,15393,American,0.194585
yap,15374,Armenian,0.468229
raja,15369,Indian,0.221612
barnett,15365,American,0.289649
serra,15357,American,0.164804
martini,15354,Italian,0.220169
arslan,15347,American,0.234563
howell,15334,American,0.417764
higgins,15329,American,0.315317
trivedi,15321,Indian,0.381045
deshpande,15318,Indian,0.807971
dasgupta,15310,Indian,0.740955
sadeghi,15297,Iranian,0.66258
silveira,15295,Brazilian,0.457575
rowe,15288,American,0.395768
mendoza,15262,American,0.193413
chattopadhyay,15248,Indian,0.806437
schubert,15241,American,0.312816
takagi,15239,Japanese,0.507616
murthy,15234,American,0.364796
tyagi,15233,Japanese,0.124936
loh,15227,American,0.221883
frey,15223,American,0.406134
ventura,15206,Brazilian,0.13637
nath,15195,American,0.216853
fowler,15184,American,0.503993
marino,15152,Brazilian,0.209195
stern,15142,American,0.257394
araujo,15132,Indonesian,0.247229
baba,15126,Nigerian,0.120379
tai,15099,American,0.198033
kawai,15099,Indian,0.196919
itoh,15094,Nigerian,0.081296
watts,15090,American,0.485111
yusuf,15063,Indonesian,0.375947
patra,15044,Indian,0.34552
yoshikawa,15030,Japanese,0.947359
marin,15028,American,0.212765
abdallah,15017,Iranian,0.191301
vo,15008,Russian,0.151972
hawkins,14998,American,0.354065
yoshimura,14980,Japanese,0.927303
qu,14955,American,0.416854
sultan,14938,American,0.111486
maruyama,14930,Japanese,0.483198
perera,14926,American,0.169285
kinoshita,14911,Japanese,0.85873
payne,14903,American,0.319327
medeiros,14862,Portuguese,0.377229
bishop,14859,American,0.238337
bates,14800,American,0.193352
setiawan,14783,Indonesian,0.681236
sommer,14766,American,0.249753
atkinson,14760,American,0.314586
mathur,14757,Indian,0.305824
bang,14757,Chinese,0.328641
bernstein,14756,German,0.397766
lowe,14729,American,0.3267
larsson,14726,French,0.199266
lal,14724,American,0.359369
network,14723,American,0.296791
sutton,14705,American,0.18666
moss,14689,American,0.40566
acosta,14683,Italian,0.202041
iwasaki,14673,Japanese,0.673296
sugimoto,14673,Japanese,0.796648
engel,14658,American,0.181893
newton,14654,American,0.412538
lan,14620,American,0.464935
mancini,14604,American,0.208922
youssef,14597,Egyptian,0.198863
bryant,14567,American,0.356388
nishida,14567,Japanese,0.546626
syed,14564,American,0.166978
salazar,14544,Indian,0.133912
marks,14530,Latvian,0.296801
tam,14520,American,0.258827
duong,14511,Chinese,0.743118
wolff,14509,American,0.377459
stephens,14503,American,0.219589
austin,14495,American,0.554188
sano,14495,Japanese,0.204155
moura,14458,American,0.149995
zaman,14453,American,0.15495
harper,14453,American,0.364553
yamauchi,14407,Japanese,0.727886
nichols,14402,American,0.253038
leal,14373,American,0.471357
bhattacharjee,14367,Indian,0.910432
douglas,14352,American,0.181867
montgomery,14352,American,0.461214
leong,14348,Korean,0.377007
barton,14345,Brazilian,0.248661
singhal,14342,Indian,0.340128
upadhyay,14337,Indian,0.878423
bhandari,14330,Indian,0.705633
chambers,14326,American,0.208063
bashir,14320,American,0.196976
vega,14314,Russian,0.171106
riley,14295,American,0.404672
ludwig,14277,German,0.303987
mohapatra,14275,Indian,0.61558
kubo,14275,Japanese,0.182188
horn,14274,American,0.22422
greenberg,14271,American,0.273444
conti,14258,Italian,0.412396
rubio,14254,Brazilian,0.232984
sahin,14253,Japanese,0.125941
madsen,14232,Norwegian,0.164591
vogt,14229,Norwegian,0.271454
nakashima,14222,Japanese,0.594167
farooq,14222,Pakistani,0.198143
baumann,14204,German,0.267881
lloyd,14202,American,0.549659
lund,14201,American,0.53351
aydin,14192,American,0.239223
calvo,14183,American,0.29554
nagata,14154,Indian,0.142293
novak,14143,Russian,0.140082
ziegler,14136,American,0.37157
natarajan,14114,Tamil,0.539877
sakurai,14110,Japanese,0.830967
kraus,14106,German,0.232497
soto,14089,Japanese,0.194393
kawaguchi,14074,Japanese,0.839131
yong,14066,Korean,0.581321
dubois,14062,French,0.286355
valente,14045,Brazilian,0.177651
carpenter,14038,American,0.299429
mir,14030,American,0.314682
french,14023,American,0.416648
maurer,13974,American,0.278753
little,13946,American,0.510952
mcmahon,13933,American,0.370452
braga,13932,Brazilian,0.178557
ferrer,13912,American,0.232267
ernst,13909,German,0.287026
potter,13892,American,0.385991
xiang,13888,Chinese,0.645883
teo,13859,American,0.335479
leonard,13858,American,0.366779
fink,13851,American,0.326951
santoro,13824,Indonesian,0.575016
karlsson,13791,Brazilian,0.17073
daly,13791,American,0.253454
giri,13787,American,0.097026
taha,13776,American,0.162118
hamada,13751,Japanese,0.199982
moser,13742,American,0.422255
kurniawan,13726,Indonesian,0.328893
dietrich,13706,German,0.205035
abbott,13700,American,0.489363
iwata,13692,Japanese,0.148012
raju,13691,Indian,0.395536
cabrera,13689,Mexican,0.129369
schumacher,13675,American,0.452821
alharbi,13670,Iranian,0.189899
pearce,13661,American,0.525826
farrell,13636,American,0.32201
ota,13616,American,0.166754
kuroda,13604,Japanese,0.505242
hashim,13598,American,0.135296
kannan,13592,Indian,0.173721
boyle,13581,American,0.305913
warner,13572,American,0.370591
xavier,13565,American,0.227087
tahir,13560,Iranian,0.151315
matos,13539,Greek,0.521853
ting,13533,American,0.378503
teng,13533,Chinese,0.447858
pacheco,13529,American,0.254786
fong,13523,Chinese,0.539664
dixit,13494,American,0.175364
schreiber,13494,German,0.330468
friedrich,13465,German,0.412399
carneiro,13460,Portuguese,0.491437
ramachandran,13456,Indian,0.629302
abreu,13449,Brazilian,0.204107
raman,13442,American,0.177211
huh,13440,American,0.257041
norman,13398,American,0.244667
ang,13385,Chinese,0.181014
yano,13368,Japanese,0.252466
maia,13352,American,0.165937
moradi,13350,Iranian,0.637141
chai,13346,Thai,0.277427
furukawa,13346,Japanese,0.74411
samuel,13341,American,0.184787
amaral,13339,Indian,0.190714
fuller,13322,American,0.535676
booth,13313,American,0.22751
hardy,13302,French,0.173128
watkins,13286,American,0.326271
hammond,13282,American,0.177643
hirano,13232,Japanese,0.465479
byun,13228,Korean,0.24326
kaufman,13221,American,0.197938
hirose,13203,Japanese,0.29193
ranjan,13197,Tamil,0.259058
rinaldi,13194,Italian,0.166162
goldman,13191,American,0.328285
ohno,13189,American,0.168641
hashemi,13162,Iranian,0.354025
cooke,13161,American,0.396046
kitamura,13156,Japanese,0.66374
jaiswal,13153,Indian,0.897161
yeung,13148,Korean,0.890335
lozano,13142,American,0.19188
cross,13142,American,0.338549
baron,13139,French,0.212606
correa,13112,American,0.247257
hidayat,13105,Indian,0.158416
awad,13104,American,0.215165
yildirim,13094,Korean,0.133799
choe,13091,American,0.208823
pai,13090,American,0.18134
strauss,13090,German,0.200697
busch,13088,American,0.337053
michael,13082,American,0.331465
prieto,13082,Brazilian,0.177606
rajan,13080,Tamil,0.253243
arias,13076,Greek,0.204613
faria,13075,Iranian,0.122377
roh,13057,American,0.243345
langer,13041,American,0.41152
zafar,13037,American,0.14773
schuster,13009,American,0.37218
papadopoulos,13006,Greek,0.85215
koyama,13002,Japanese,0.447137
burgess,12998,French,0.234244
ebrahimi,12997,Iranian,0.782292
mora,12982,American,0.190795
benson,12960,Brazilian,0.351993
perkins,12958,American,0.314691
marsh,12957,American,0.362062
javed,12956,Indian,0.234849
noguchi,12948,Japanese,0.496156
nakanishi,12938,Japanese,0.666363
deshmukh,12890,Indian,0.240379
ozturk,12886,American,0.174359
swain,12879,Burmese,0.275062
hogan,12874,American,0.259544
brady,12874,American,0.242634
kahn,12870,American,0.33849
kelley,12863,American,0.361251
chew,12845,American,0.232003
morton,12838,American,0.28748
sood,12837,American,0.320802
gerber,12833,German,0.216745
hicks,12827,American,0.376892
antunes,12825,Portuguese,0.192795
sayed,12821,Indian,0.206265
pillai,12798,American,0.190774
pierce,12786,American,0.296076
usman,12784,American,0.23158
albrecht,12779,German,0.342627
sharp,12770,American,0.258041
franklin,12766,American,0.345924
walters,12760,American,0.230204
jacobson,12752,American,0.281985
charles,12733,American,0.170183
yue,12728,Korean,0.21567
mclaughlin,12727,American,0.254225
varghese,12719,Norwegian,0.196404
herman,12707,American,0.317452
lorenz,12705,American,0.302028
imran,12704,American,0.089388
moraes,12700,Portuguese,0.134187
lombardi,12684,Italian,0.408572
sethi,12684,Indian,0.124091
willis,12683,American,0.298951
sherman,12679,Israeli,0.333088
rahimi,12675,Iranian,0.270572
wolfe,12665,American,0.272082
mclean,12658,American,0.262772
popescu,12655,Romanian,0.586699
bandyopadhyay,12651,Indian,0.889543
fatima,12650,Indonesian,0.119286
prabhu,12646,Indian,0.62127
kessler,12644,American,0.495778
morimoto,12643,Japanese,0.217128
jadhav,12614,Indian,0.867125
daniels,12609,American,0.309868
leone,12606,American,0.361867
ku,12604,American,0.206566
hui,12602,American,0.243901
kane,12600,American,0.23935
kawasaki,12586,Japanese,0.685731
balasubramanian,12583,Indian,0.482172
noor,12574,American,0.224146
flynn,12574,American,0.402411
pfeiffer,12570,American,0.429858
hattori,12550,Italian,0.12325
mostafa,12546,Iranian,0.139888
butt,12542,American,0.565532
siegel,12538,American,0.287734
bianco,12537,Italian,0.180512
husain,12511,Thai,0.22874
visser,12502,American,0.221038
cheong,12497,Korean,0.542067
yildiz,12493,American,0.302104
heinrich,12455,German,0.350902
ohta,12451,American,0.189753
garrido,12449,American,0.150266
rahim,12414,American,0.151627
contreras,12414,Mexican,0.11384
varga,12410,Estonian,0.161352
meena,12409,American,0.221002
gold,12409,American,0.430173
arshad,12408,Iranian,0.410664
mariani,12386,Iranian,0.160876
urban,12386,American,0.276717
narayan,12372,Indian,0.338063
oda,12370,American,0.181851
elias,12357,Greek,0.382574
hauser,12351,American,0.313857
varma,12351,Estonian,0.220498
kaushik,12339,Indian,0.29386
wall,12328,American,0.439547
schulze,12318,German,0.543408
carbone,12316,Italian,0.315845
barr,12311,American,0.449894
morais,12310,American,0.191639
duffy,12298,American,0.361214
kawakami,12294,Japanese,0.580742
akbar,12281,Indian,0.250621
moreau,12278,Canadian,0.261662
petit,12277,American,0.26077
vasconcelos,12259,Brazilian,0.33467
aslam,12250,Iranian,0.138523
carey,12229,American,0.428454
macedo,12218,Brazilian,0.224042
zimmerman,12218,American,0.24069
sultana,12210,Indonesian,0.310634
niu,12209,Chinese,0.139343
conway,12202,American,0.291664
sanz,12200,American,0.26084
galli,12199,Italian,0.2169
ott,12191,American,0.499429
ravi,12178,Indian,0.310309
kiss,12168,American,0.329538
connolly,12167,English,0.21797
fontana,12158,American,0.150372
zakaria,12135,American,0.19078
nasir,12133,American,0.138211
holt,12129,American,0.428629
gruber,12126,American,0.283252
rosenthal,12118,American,0.186046
raymond,12109,American,0.404583
majumdar,12088,Indian,0.798541
harrington,12083,American,0.2412
ishihara,12083,Indian,0.349682
steinberg,12076,American,0.332274
shrivastava,12068,Indian,0.665439
gregory,12048,American,0.349758
akiyama,12046,Japanese,0.842646
santiago,12042,Indonesian,0.560943
palma,12040,Indian,0.352773
blum,12038,American,0.225036
yates,12035,Greek,0.1535
girard,12023,French,0.282584
norris,11990,American,0.30347
yee,11981,Korean,0.277363
fuentes,11977,Portuguese,0.367648
zetterberg,11977,German,0.251031
okumura,11962,Japanese,0.831484
nash,11950,American,0.28706
akbari,11942,Iranian,0.28812
otsuka,11940,Japanese,0.835034
boyer,11938,American,0.287443
grimm,11918,American,0.247283
sawada,11915,Japanese,0.381343
tung,11904,American,0.217081
menezes,11903,Greek,0.286256
griffith,11900,English,0.246917
sarma,11873,Indian,0.290053
martinelli,11871,Italian,0.436987
lestari,11858,Italian,0.287749
rawat,11858,Indian,0.34592
lawson,11858,American,0.31654
mahmud,11857,American,0.133637
kara,11855,Indian,0.159878
committee,11852,English,0.242698
olsson,11843,Brazilian,0.16245
maher,11831,American,0.375448
jacobsen,11819,Norwegian,0.395391
nicholson,11819,American,0.226635
johansen,11805,Norwegian,0.392189
chaves,11798,Greek,0.216428
sauer,11796,American,0.203089
noda,11795,American,0.148063
conte,11791,American,0.221526
burger,11786,American,0.247783
salehi,11771,Iranian,0.71128
field,11768,American,0.348183
fukushima,11766,Japanese,0.597899
jana,11751,Indian,0.249684
gabriel,11747,American,0.194498
amorim,11742,American,0.216502
kabir,11731,American,0.134652
adler,11729,American,0.441469
mckay,11729,American,0.329292
alqahtani,11724,Iranian,0.608967
schwab,11715,German,0.344502
shepherd,11702,American,0.329367
arya,11688,Armenian,0.140757
barreto,11684,Brazilian,0.283495
kern,11674,American,0.248566
roche,11655,American,0.367448
durand,11648,American,0.207265
tsuchiya,11631,Japanese,0.932295
reeves,11628,Brazilian,0.181538
fournier,11625,French,0.469958
mei,11615,American,0.271853
salim,11608,American,0.065536
franke,11605,German,0.429652
chopra,11605,American,0.111972
sulaiman,11603,Malaysian,0.208467
fernando,11600,Brazilian,0.310593
fabbri,11599,American,0.122189
amini,11599,American,0.212314
brand,11586,American,0.243672
tremblay,11577,American,0.427261
brunner,11560,Brazilian,0.256607
roman,11557,American,0.220522
alghamdi,11553,Indian,0.323093
chawla,11541,American,0.135427
persson,11533,Brazilian,0.158417
owens,11524,American,0.17892
thapa,11522,Indian,0.151773
mousavi,11517,Iranian,0.229528
rousseau,11502,French,0.626524
nugroho,11497,Portuguese,0.198611
miao,11484,American,0.196671
tay,11484,American,0.375159
maity,11483,American,0.326574
bezerra,11481,American,0.20999
ahuja,11479,American,0.187136
nishikawa,11467,Japanese,0.821885
mcdermott,11459,American,0.529983
read,11447,American,0.510338
kataoka,11442,Japanese,0.114568
majumder,11434,Indian,0.770262
cabral,11412,American,0.153445
laurent,11407,French,0.60637
smit,11395,American,0.404754
bartlett,11394,American,0.274186
bender,11385,American,0.291324
gentile,11379,American,0.241033
bravo,11377,Brazilian,0.316511
lutz,11377,American,0.557067
bruce,11374,American,0.435912
love,11355,American,0.328153
matsushita,11350,Japanese,0.95992
bello,11332,American,0.287679
mani,11331,American,0.23361
sampaio,11312,Indian,0.310028
manning,11308,German,0.254217
jose,11307,Indian,0.193935
hameed,11305,Maldivian,0.260362
camargo,11301,American,0.21329
pawar,11296,Indian,0.584938
mota,11291,American,0.166699
heath,11291,American,0.257021
stahl,11291,Norwegian,0.393532
barber,11289,American,0.32406
higuchi,11280,Japanese,0.774437
bowman,11280,American,0.269516
shu,11265,American,0.204485
doherty,11261,American,0.27823
ritchie,11260,American,0.36273
lefebvre,11256,French,0.163691
tomita,11256,Japanese,0.327443
bergmann,11256,German,0.687099
erickson,11255,Brazilian,0.371227
sharif,11253,American,0.149337
shahid,11253,Iranian,0.145732
salman,11242,American,0.198215
komatsu,11238,Japanese,0.828729
foley,11229,American,0.33499
dao,11227,American,0.171577
dinh,11216,American,0.25461
welch,11214,American,0.364817
heller,11213,American,0.451907
steele,11196,American,0.347084
jan,11193,Indian,0.197701
mcgrath,11192,American,0.159099
chaturvedi,11178,Indian,0.383239
bowen,11176,American,0.235642
lou,11173,American,0.257421
suarez,11170,American,0.332387
ou,11164,Greek,0.183098
mcintyre,11159,American,0.18003
hur,11158,American,0.422995
waters,11150,American,0.304118
hegde,11149,Ethiopian,0.215101
kwan,11133,Korean,0.296404
matsuoka,11130,Japanese,0.824318
viana,11129,Russian,0.103415
bakker,11121,Dutch,0.351714
miyake,11119,Japanese,0.759364
svensson,11118,Norwegian,0.138232
tariq,11113,American,0.280626
stanley,11102,American,0.298573
bosch,11102,American,0.256052
parmar,11096,Indian,0.377137
venkatesh,11094,Indian,0.242684
maldonado,11089,Brazilian,0.175747
ghasemi,11087,Iranian,0.343083
swanson,11080,Korean,0.362355
martens,11074,Belgian,0.254007
lobo,11061,American,0.232087
otto,11059,American,0.278356
kudo,11058,Japanese,0.251069
hua,11055,American,0.172082
azizi,11048,Iranian,0.128847
oliva,11040,Bulgarian,0.238501
aguiar,11037,American,0.266054
tripathy,11035,Indian,0.544748
hori,11035,Japanese,0.229246
kaufmann,11027,German,0.550375
ganguly,11027,Indian,0.308607
hammer,11001,American,0.285271
go,10997,American,0.238233
fitzpatrick,10996,American,0.281644
